0.15	0.05
0.150235	0.051002
0.15047	0.052004
0.150705	0.053005
0.15094	0.054007
0.151175	0.055009
0.15141	0.056011
0.151645	0.057013
0.15188	0.058014
0.152115	0.059016
0.15235	0.060018
0.152585	0.06102
0.15282	0.062021
0.153055	0.063023
0.15329	0.064025
0.153525	0.065026
0.15376	0.066028
0.153995	0.067029
0.15423	0.068031
0.154465	0.069032
0.1547	0.070034
0.154935	0.071035
0.155171	0.072037
0.155406	0.073038
0.155641	0.074039
0.155876	0.07504
0.156111	0.076041
0.156346	0.077043
0.156581	0.078044
0.156816	0.079045
0.157051	0.080046
0.157286	0.081046
0.157521	0.082047
0.157756	0.083048
0.157991	0.084049
0.158226	0.085049
0.158461	0.08605
0.158696	0.08705
0.158931	0.08805
0.159166	0.089051
0.159401	0.090051
0.159636	0.091051
0.159871	0.092051
0.160106	0.093051
0.160341	0.094051
0.160576	0.095051
0.160811	0.09605
0.161046	0.09705
0.161281	0.09805
0.161516	0.099049
0.161751	0.100048
0.161986	0.101048
0.162221	0.102047
0.162456	0.103046
0.162691	0.104045
0.162926	0.105044
0.163161	0.106043
0.163396	0.107042
0.163631	0.108041
0.163866	0.10904
0.164101	0.110039
0.164336	0.111038
0.164571	0.112037
0.164806	0.113035
0.165042	0.114034
0.165277	0.115032
0.165512	0.116031
0.165747	0.11703
0.165982	0.118028
0.166217	0.119027
0.166452	0.120025
0.166687	0.121024
0.166922	0.122022
0.167157	0.123021
0.167392	0.124019
0.167627	0.125018
0.167862	0.126016
0.168097	0.127014
0.168332	0.128013
0.168567	0.129011
0.168802	0.13001
0.169037	0.131008
0.169272	0.132007
0.169507	0.133005
0.169742	0.134004
0.169977	0.135002
0.170212	0.136001
0.170447	0.137
0.170682	0.137999
0.170917	0.138998
0.171152	0.139996
0.171387	0.140995
0.171622	0.141994
0.171857	0.142993
0.172092	0.143992
0.172327	0.144991
0.172562	0.14599
0.172797	0.146988
0.173032	0.147987
0.173267	0.148986
0.173502	0.149985
0.173737	0.150984
0.173972	0.151983
0.174207	0.152982
0.174442	0.15398
0.174677	0.154979
0.174912	0.155978
0.175148	0.156977
0.175383	0.157976
0.175618	0.158975
0.175853	0.159974
0.176088	0.160972
0.176323	0.161971
0.176558	0.16297
0.176793	0.163969
0.177028	0.164968
0.177263	0.165967
0.177498	0.166965
0.177733	0.167964
0.177968	0.168963
0.178203	0.169962
0.178438	0.170961
0.178673	0.17196
0.178908	0.172959
0.179143	0.173957
0.179378	0.174956
0.179613	0.175955
0.179848	0.176954
0.180083	0.177953
0.180318	0.178952
0.180553	0.17995
0.180788	0.180949
0.181023	0.181948
0.181258	0.182947
0.181493	0.183946
0.181728	0.184945
0.181963	0.185944
0.182198	0.186942
0.182433	0.187941
0.182668	0.18894
0.182903	0.189939
0.183138	0.190938
0.183373	0.191937
0.183608	0.192936
0.183843	0.193934
0.184078	0.194933
0.184313	0.195932
0.184548	0.196931
0.184783	0.19793
0.185019	0.198929
0.185254	0.199927
0.185489	0.200926
0.185724	0.201925
0.185959	0.202924
0.186194	0.203923
0.186429	0.204922
0.186664	0.205921
0.186899	0.206919
0.187134	0.207918
0.187369	0.208917
0.187604	0.209916
0.187839	0.210915
0.188074	0.211914
0.188309	0.212913
0.188544	0.213911
0.188779	0.21491
0.189014	0.215909
0.189249	0.216908
0.189484	0.217907
0.189719	0.218906
0.189954	0.219904
0.190189	0.220903
0.190424	0.221902
0.190659	0.222901
0.190894	0.2239
0.191129	0.224899
0.191364	0.225898
0.191599	0.226896
0.191834	0.227895
0.192069	0.228894
0.192304	0.229893
0.192539	0.230892
0.192774	0.231891
0.193009	0.23289
0.193244	0.233888
0.193479	0.234887
0.193714	0.235886
0.193949	0.236885
0.194184	0.237884
0.194419	0.238883
0.194654	0.239881
0.194889	0.24088
0.195125	0.241879
0.19536	0.242878
0.195595	0.243877
0.19583	0.244876
0.196065	0.245875
0.1963	0.246873
0.196535	0.247872
0.19677	0.248871
0.197005	0.24987
0.19724	0.250869
0.197475	0.251868
0.19771	0.252867
0.197945	0.253865
0.19818	0.254864
0.198415	0.255863
0.19865	0.256862
0.198885	0.257861
0.19912	0.25886
0.199355	0.259859
0.19959	0.260857
0.199825	0.261856
0.20006	0.262855
0.200295	0.263854
0.20053	0.264853
0.200765	0.265852
0.201	0.26685
0.201235	0.267849
0.20147	0.268848
0.201705	0.269847
0.20194	0.270846
0.202175	0.271845
0.20241	0.272844
0.202645	0.273842
0.20288	0.274841
0.203115	0.27584
0.20335	0.276839
0.203585	0.277838
0.20382	0.278837
0.204055	0.279836
0.20429	0.280834
0.204525	0.281833
0.20476	0.282832
0.204995	0.283831
0.205231	0.28483
0.205466	0.285829
0.205701	0.286827
0.205936	0.287826
0.206171	0.288825
0.206406	0.289824
0.206641	0.290823
0.206876	0.291822
0.207111	0.292821
0.207346	0.293819
0.207581	0.294818
0.207816	0.295817
0.208051	0.296816
0.208286	0.297815
0.208521	0.298814
0.208756	0.299812
0.208991	0.300811
0.209226	0.30181
0.209461	0.302809
0.209696	0.303808
0.209931	0.304807
0.210166	0.305806
0.210401	0.306804
0.210636	0.307803
0.210871	0.308802
0.211106	0.309801
0.211341	0.3108
0.211576	0.311799
0.211811	0.312798
0.212046	0.313796
0.212281	0.314795
0.212516	0.315794
0.212751	0.316793
0.212986	0.317792
0.213221	0.318791
0.213456	0.31979
0.213691	0.320788
0.213926	0.321787
0.214161	0.322786
0.214396	0.323785
0.214631	0.324784
0.214866	0.325783
0.215102	0.326781
0.215337	0.32778
0.215572	0.328779
0.215807	0.329778
0.216042	0.330777
0.216277	0.331776
0.216512	0.332775
0.216747	0.333773
0.216982	0.334772
0.217217	0.335771
0.217452	0.33677
0.217687	0.337769
0.217922	0.338768
0.218157	0.339766
0.218392	0.340765
0.218627	0.341764
0.218862	0.342763
0.219097	0.343762
0.219332	0.344761
0.219567	0.34576
0.219802	0.346758
0.220037	0.347757
0.220272	0.348756
0.220507	0.349755
0.220742	0.350754
0.220977	0.351753
0.221212	0.352751
0.221447	0.35375
0.221682	0.354749
0.221917	0.355748
0.222152	0.356747
0.222387	0.357746
0.222622	0.358745
0.222857	0.359744
0.223092	0.360742
0.223327	0.361741
0.223562	0.36274
0.223797	0.363739
0.224032	0.364738
0.224267	0.365737
0.224502	0.366735
0.224737	0.367734
0.224973	0.368733
0.225208	0.369732
0.225443	0.370731
0.225678	0.37173
0.225913	0.372729
0.226148	0.373727
0.226383	0.374726
0.226618	0.375725
0.226853	0.376724
0.227088	0.377723
0.227323	0.378722
0.227558	0.37972
0.227793	0.380719
0.228028	0.381718
0.228263	0.382717
0.228498	0.383716
0.228733	0.384715
0.228968	0.385714
0.229203	0.386712
0.229438	0.387711
0.229673	0.38871
0.229908	0.389709
0.230143	0.390708
0.230378	0.391707
0.230613	0.392706
0.230848	0.393704
0.231083	0.394703
0.231318	0.395702
0.231553	0.396701
0.231788	0.3977
0.232023	0.398699
0.232258	0.399697
0.232493	0.400696
0.232728	0.401695
0.232963	0.402694
0.233198	0.403693
0.233433	0.404692
0.233668	0.405691
0.233903	0.406689
0.234138	0.407688
0.234373	0.408687
0.234608	0.409686
0.234843	0.410685
0.235079	0.411684
0.235314	0.412683
0.235549	0.413681
0.235784	0.41468
0.236019	0.415679
0.236254	0.416678
0.236489	0.417677
0.236724	0.418676
0.236959	0.419674
0.237194	0.420673
0.237429	0.421672
0.237664	0.422671
0.237899	0.42367
0.238134	0.424669
0.238369	0.425668
0.238604	0.426666
0.238839	0.427665
0.239074	0.428664
0.239309	0.429663
0.239544	0.430662
0.239779	0.431661
0.240014	0.43266
0.240249	0.433658
0.240484	0.434657
0.240719	0.435656
0.240954	0.436655
0.241189	0.437654
0.241424	0.438653
0.241659	0.439651
0.241894	0.44065
0.242129	0.441649
0.242364	0.442648
0.242599	0.443647
0.242834	0.444646
0.243069	0.445645
0.243304	0.446643
0.243539	0.447642
0.243774	0.448641
0.244009	0.44964
0.244244	0.450639
0.244479	0.451638
0.244714	0.452637
0.244949	0.453635
0.245185	0.454634
0.24542	0.455633
0.245655	0.456632
0.24589	0.457631
0.246125	0.45863
0.24636	0.459629
0.246595	0.460627
0.24683	0.461626
0.247065	0.462625
0.2473	0.463624
0.247535	0.464623
0.24777	0.465622
0.248005	0.46662
0.24824	0.467619
0.248475	0.468618
0.24871	0.469617
0.248945	0.470616
0.24918	0.471615
0.249415	0.472614
0.24965	0.473612
0.249885	0.474611
0.25012	0.47561
0.250355	0.476609
0.25059	0.477608
0.250825	0.478607
0.25106	0.479605
0.251295	0.480604
0.25153	0.481603
0.251765	0.482602
0.252	0.483601
0.252235	0.4846
0.25247	0.485599
0.252705	0.486597
0.25294	0.487596
0.253175	0.488595
0.25341	0.489594
0.253645	0.490593
0.25388	0.491592
0.254115	0.49259
0.25435	0.493589
0.254585	0.494588
0.25482	0.495587
0.255056	0.496586
0.255291	0.497585
0.255526	0.498584
0.255761	0.499582
0.255996	0.500581
0.256231	0.50158
0.256466	0.502579
0.256701	0.503578
0.256936	0.504577
0.257171	0.505576
0.257406	0.506575
0.257641	0.507573
0.257876	0.508572
0.258111	0.509571
0.258346	0.51057
0.258581	0.511569
0.258816	0.512568
0.259051	0.513566
0.259286	0.514565
0.259521	0.515564
0.259756	0.516563
0.259991	0.517562
0.260226	0.518561
