0.050000	0.012990	
0.055000	0.014390	
0.060000	0.017470	
0.065000	0.019110	
0.070000	0.020010	
0.075000	0.018820	
0.080000	0.017500	
0.085000	0.017530	
0.090000	0.015940	
0.095000	0.012970	
0.100000	0.012130	
0.105000	0.011250	
0.110000	0.010150	
0.115000	0.009790	
0.120000	0.010180	
0.125000	0.009950	
0.130000	0.008270	
0.135000	0.007480	
0.140000	0.012240	
0.145000	0.017430	
0.150000	0.017200	
0.155000	0.016250	
0.160000	0.014160	
0.165000	0.011560	
0.170000	0.010160	
0.175000	0.064900	
0.180000	0.392600	
0.185000	0.872000	
0.190000	0.872000	
0.195000	0.872000	
0.200000	0.872000	
0.205000	0.872000	
0.210000	0.872000	
0.215000	0.872000	
0.220000	0.872000	
0.225000	0.872000	
0.230000	0.872000	
0.235000	0.872000	
0.240000	0.872000	
0.245000	0.872000	
0.250000	0.872000	
0.255000	0.872000	
0.260000	0.872000	
0.265000	0.872000	
0.270000	0.872000	
0.275000	0.872000	
0.280000	0.872000	
0.285000	0.872000	
0.290000	0.872000	
0.295000	0.872000	
0.300000	0.872000	
0.305000	0.872000	
0.310000	0.872000	
0.315000	0.872000	
0.320000	0.872000	
0.325000	0.872000	
0.330000	0.872000	
0.335000	0.872000	
0.340000	0.872000	
0.345000	0.872000	
0.351000	0.872000	
0.352000	0.872000	
0.353000	0.872000	
0.354000	0.872000	
0.355000	0.872000	
0.356000	0.872000	
0.357000	0.872000	
0.358000	0.872000	
0.359000	0.872000	
0.360000	0.872000	
0.361000	0.872000	
0.362000	0.872000	
0.363000	0.872000	
0.364000	0.872000	
0.365000	0.872000	
0.366000	0.872000	
0.367000	0.872000	
0.368000	0.872000	
0.369000	0.872000	
0.370000	0.872000	
0.371000	0.872000	
0.372000	0.872000	
0.373000	0.872000	
0.374000	0.872000	
0.375000	0.872000	
0.376000	0.872000	
0.377000	0.872000	
0.378000	0.872000	
0.379000	0.872000	
0.380000	0.872000	
0.381000	0.872000	
0.382000	0.872000	
0.383000	0.872000	
0.384000	0.872000	
0.385000	0.872000	
0.386000	0.872000	
0.387000	0.872000	
0.388000	0.872000	
0.389000	0.872000	
0.390000	0.872000	
0.391000	0.872000	
0.392000	0.872000	
0.393000	0.872000	
0.394000	0.872000	
0.395000	0.872000	
0.396000	0.872000	
0.397000	0.872000	
0.398000	0.872000	
0.399000	0.872000	
0.400000	0.872000	
0.401000	0.872000	
0.402000	0.872000	
0.403000	0.872000	
0.404000	0.872000	
0.405000	0.872000	
0.406000	0.872000	
0.407000	0.872000	
0.408000	0.872000	
0.409000	0.872000	
0.410000	0.872000	
0.411000	0.872000	
0.412000	0.872000	
0.413000	0.872000	
0.414000	0.872000	
0.415000	0.872000	
0.416000	0.872000	
0.417000	0.872000	
0.418000	0.872000	
0.419000	0.872000	
0.420000	0.872000	
0.421000	0.872000	
0.422000	0.872000	
0.423000	0.872000	
0.424000	0.872000	
0.425000	0.872000	
0.426000	0.872000	
0.427000	0.872000	
0.428000	0.872000	
0.429000	0.872000	
0.430000	0.872000	
0.431000	0.872000	
0.432000	0.872000	
0.433000	0.872000	
0.434000	0.872000	
0.435000	0.872000	
0.436000	0.872000	
0.437000	0.872000	
0.438000	0.872000	
0.439000	0.872000	
0.440000	0.872000	
0.441000	0.872000	
0.442000	0.872000	
0.443000	0.872000	
0.444000	0.872000	
0.445000	0.872000	
0.446000	0.872000	
0.447000	0.872000	
0.448000	0.872000	
0.449000	0.872000	
0.450000	0.872000	
0.451000	0.872000	
0.452000	0.872000	
0.453000	0.872000	
0.454000	0.872000	
0.455000	0.872000	
0.456000	0.872000	
0.457000	0.872000	
0.458000	0.872000	
0.459000	0.872000	
0.460000	0.872000	
0.461000	0.872000	
0.462000	0.872000	
0.463000	0.872000	
0.464000	0.872000	
0.465000	0.872000	
0.466000	0.872000	
0.467000	0.872000	
0.468000	0.872000	
0.469000	0.872000	
0.470000	0.872000	
0.471000	0.872000	
0.472000	0.872000	
0.473000	0.872000	
0.474000	0.872000	
0.475000	0.872000	
0.476000	0.872000	
0.477000	0.872000	
0.478000	0.872000	
0.479000	0.872000	
0.480000	0.872000	
0.481000	0.872000	
0.482000	0.872000	
0.483000	0.872000	
0.484000	0.872000	
0.485000	0.872000	
0.486000	0.872000	
0.487000	0.872000	
0.488000	0.872000	
0.489000	0.872000	
0.490000	0.872000	
0.491000	0.872000	
0.492000	0.872000	
0.493000	0.872000	
0.494000	0.872000	
0.495000	0.872000	
0.496000	0.872000	
0.497000	0.872000	
0.498000	0.872000	
0.499000	0.872000	
0.500000	0.872000	
0.501000	0.873000	
0.502000	0.873000	
0.503000	0.871000	
0.504000	0.871000	
0.505000	0.873000	
0.506000	0.869000	
0.507000	0.867000	
0.508000	0.867000	
0.509000	0.869000	
0.510000	0.871000	
0.511000	0.871000	
0.512000	0.867000	
0.513000	0.866000	
0.514000	0.866000	
0.515000	0.867000	
0.516000	0.867000	
0.517000	0.866000	
0.518000	0.867000	
0.519000	0.866000	
0.520000	0.865000	
0.521000	0.863000	
0.522000	0.863000	
0.523000	0.865000	
0.524000	0.866000	
0.525000	0.863000	
0.526000	0.861000	
0.527000	0.861000	
0.528000	0.862000	
0.529000	0.860000	
0.530000	0.859000	
0.531000	0.861000	
0.532000	0.862000	
0.533000	0.860000	
0.534000	0.858000	
0.535000	0.858000	
0.536000	0.858000	
0.537000	0.857000	
0.538000	0.857000	
0.539000	0.857000	
0.540000	0.858000	
0.541000	0.856000	
0.542000	0.855000	
0.543000	0.855000	
0.544000	0.854000	
0.545000	0.853000	
0.546000	0.852000	
0.547000	0.853000	
0.548000	0.854000	
0.549000	0.853000	
0.550000	0.850000	
0.551000	0.849000	
0.552000	0.849000	
0.553000	0.849000	
0.554000	0.848000	
0.555000	0.848000	
0.556000	0.848000	
0.557000	0.846000	
0.558000	0.845000	
0.559000	0.845000	
0.560000	0.846000	
0.561000	0.845000	
0.562000	0.844000	
0.563000	0.844000	
0.564000	0.842000	
0.565000	0.841000	
0.566000	0.841000	
0.567000	0.840000	
0.568000	0.840000	
0.569000	0.840000	
0.570000	0.838000	
0.571000	0.837000	
0.572000	0.836000	
0.573000	0.836000	
0.574000	0.836000	
0.575000	0.835000	
0.576000	0.833000	
0.577000	0.832000	
0.578000	0.832000	
0.579000	0.831000	
0.580000	0.832000	
0.581000	0.832000	
0.582000	0.830000	
0.583000	0.830000	
0.584000	0.828000	
0.585000	0.827000	
0.586000	0.827000	
0.587000	0.827000	
0.588000	0.826000	
0.589000	0.826000	
0.590000	0.825000	
0.591000	0.824000	
0.592000	0.822000	
0.593000	0.821000	
0.594000	0.821000	
0.595000	0.821000	
0.596000	0.819000	
0.597000	0.818000	
0.598000	0.818000	
0.599000	0.818000	
0.600000	0.816000	
0.601000	0.815000	
0.602000	0.813000	
0.603000	0.812000	
